nom,genre,parti,changements,ch1-legislature,ch1-hansard,ch1-parti,ch2-legislature,ch2-hansard,ch2-parti,province,urlPhoto
Tim Uppal,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LouisTim_Lib.jpg
TJ Harvey,H,PLC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/UppalTim_CPC.jpg
Todd Doherty,H,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/DohertyTodd_CPC.jpg
Tom Kmiec,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/KmiecTom_CPC.jpg
Tom Lukiwski,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LukiwskiTom_CPC.jpg
Tony Baldinelli,H,PCC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BaldinelliTony_CPC.jpg
Tony Clement,H,PCC,1,421,399,Ind.,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/ClementTony_CPC.jpg
Tony Van Bynen,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/VanBynenTony_Lib.jpg
Tracey Ramsey,F,NPD,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/RamseyTracey_NDP.jpg
Tracy Gray,F,PCC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/GrayTracy_CPC.jpg
Valerie Bradford,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BradfordValerie_Lib.jpg
Vance Badawey,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BadaweyVance_Lib.jpg
Viviane Lapointe,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LaPointeViviane_Lib.jpg
Warren Steinley,H,PCC,0,,,,,,,Saskatchewan,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SteinleyWarren_CPC.jpg
Wayne Easter,H,PLC,0,,,,,,,Île-du-Prince-Édouard,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/EasterWayne_Lib.jpg
Wayne Long,H,PLC,0,,,,,,,Nouveau-Brunswick,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/LongWayne_Lib.jpg
Wayne Stetski,H,NPD,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/42/StetskiWayne_NDP.jpg
William Amos,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/AmosWilliam_Lib.jpg
Wilson Miao,H,PLC,0,,,,,,,Colombie-Britannique,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/MiaoWilson_Lib.jpg
Xavier Barsalou-Duval,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BarsalouDuvalXavier_BQ.jpg
Ya'ara Saks,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaksYaara_Lib.jpg
Ya’ara Saks,F,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/SaksYaara_Lib.jpg
Yasir Naqvi,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/NaqviYasir_Lib.jpg
Yasmin Ratansi,F,PLC,1,432,30,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RatansiYasmin_Lib.jpg
Yvan Baker,H,PLC,0,,,,,,,Ontario,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BakerYvan_Lib.jpg
Yves Perron,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/PerronYves_BQ.jpg
Yves Robillard,H,PLC,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/RobillardYves_Lib.jpg
Yves-François Blanchet,H,BQ,0,,,,,,,Québec,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/BlanchetYves-François_BQ.jpg
Yvonne Jones,F,PLC,0,,,,,,,Terre-Neuve-et-Labrador,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/JonesYvonne_Lib.jpg
Ziad Aboultaif,H,PCC,0,,,,,,,Alberta,https://www.noscommunes.ca/Content/Parliamentarians/Images/OfficialMPPhotos/44/AboultaifZiad_CPC.jpg
